category	paragraph_1	paragraph_2	len_pargraph_1	is_plagiarism	plagiarism_type	cleaned_paragraph_1	cleaned_paragraph_2
environment	Dalam siklus ini terdapat empat reservoir karbon utama yang dihubungkan oleh jalur pertukaran. Reservoir-reservoir tersebut adalah atmosfer, biosfer teresterial (biasanya termasuk pula freshwater system dan material non-hayati organik seperti karbon tanah (soil carbon)), lautan (termasuk karbon anorganik terlarut dan biota laut hayati dan non-hayati), dan sedimen (termasuk bahan bakar fosil). Pergerakan tahuan karbon, pertukaran karbon antar reservoir, terjadi karena proses-proses kimia, fisika, geologi, dan biologi yang bermaca-macam. Lautan mengadung kolam aktif karbon terbesar dekat permukaan Bumi, namun demikian laut dalam bagian dari kolam ini mengalami pertukaran yang lambat dengan atmosfer.	Autotroph adalah organisme yang menghasilkan senyawa organiknya sendiri dengan menggunakan karbon dioksida yang berasal dari udara dan air di sekitar tempat mereka hidup. Untuk menghasilkan senyawa organik tersebut mereka membutuhkan sumber energi dari luar	4	False	non-plagiarism	siklus reservoir utama hubung jalur tukar reservoir atmosfer biosfer teresterial freshwater system material non-hayati organik tanah soil carbon anorganik larut biota non-hayati sedimen bahan bakar fosil gera tukar reservoir proses kimia fisika geologi biologi bermaca-macam kadung kolam aktif muka bumi kolam alami tukar lambat atmosfer	autotroph organisme hasil senyawa organik dioksida udara hidup hasil senyawa organik butuh sumber
economy	Mengenai tugas masing-masing di dalam keluarga, Rasulullah saw bersabda “… Suami adalah pemimpin dalam rumah tangga dan ia akan dimintai pertanggungjawaban atas kepemimpinannya. Istri adalah pemimpin dalam rumah tangga suaminya dan ia akan diminta pertanggungjawaban atas kepemimpinannya …” (HR. Bukhari). Ketika Rasulullah menikahkan putrinya Fatimah, beliau berkata kepada Ali r.a., “Engkau berkewajiban bekerja dan berusaha sedangkan dia berkewajiban mengurus rumah tangga”.	"""Mengenai tugas masing-masing dalam keluarga, Nabi Muhammad berkata """"... Suami adalah seorang pemimpin dalam rumah tangga dan dia akan bertanggung jawab atas kepemimpinannya. Istri adalah pemimpin dalam rumah suaminya dan dia akan bertanggung jawab atas pertanggungjawabannya kepemimpinannya ... """"(Hr. Bukhari). Ketika Nabi menikahi putrinya Fatimah, dia memberi tahu Ali R.A., """"Anda wajib bekerja dan mencoba sementara ia berkewajiban untuk mengurus rumah tangga"""". """	4	True	paraphrase	tugas keluarga rasulullah saw sabda suami pimpin pertanggungjawaban pimpin istri pimpin suami pertanggungjawaban pimpin hr bukhari rasulullah nikah putri fatimah beliau ali r a engkau wajib usaha wajib urus	tugas keluarga nabi muhammad suami pimpin tanggung pimpin istri pimpin suami tanggung pertanggungjawabannya pimpin hr bukhari nabi nikah putri fatimah ali r a wajib coba wajib urus 
chemistry	Asam asetat padat menunjukkan bahwa molekul-molekul asam asetat berpasangan membentuk dimer yang dihubungkan oleh ikatan hidrogen. Dimer juga dapat dideteksi pada uap bersuhu 120 °C (248 °F)	Penyepuhan suatu logam emas, perak, atau nikel, bertujuan menutupi logam yang penampilannya kurang baik atau menutupi logam yang mudah berkarat. Logam-logam ini dilapiasi dengan logam lain yang penampilan dan daya tahannya lebih baik agar tidak berkarat	2	False	non-plagiarism	padat molekul pasang bentuk dimer hubung ikat hidrogen dimer deteksi uap suhu 120 c 248 f	sepuh logam emas perak nikel tuju tutup logam tampil tutup logam mudah karat logam dilapiasi logam tampil daya tahan karat
technology	Sayangnya, White Star Line memutuskan agar 16 sekoci kayu dan empat sekoci lipat yang diangkut, yang mampu menampung 1.178 orang, sepertiga kapasitas total Titanic. Pada waktu itu, regulasi Board of Trade mensyaratkan kapal-kapal Britania berbobot lebih dari 10.000 ton membawa 16 sekoci dengan kapasitas 990 penumpang	Meski muncul beberapa mitos bahwa kargo pada pelayaran perdana Titanic sangat melimpah; tidak ditemukan emas, mineral eksotis atau intan, dan salah satu barang terkenal yang terjebak di bangkai kapal, salinan Rubaiyat of Omar Khayyam, hanya bernilai £405 (£33.951 hari ini) – cuma barang-barang legenda. Titanic dilengkapi dengan delapan takal listrik, empat derek listrik dan tiga derek uap untuk mengangkat kargo dan bagasi ke dalam dan luar ruang kargo	2	False	non-plagiarism	sayang white star line putus 16 sekoci kayu sekoci lipat angkut tampung 1 178 orang kapasitas total regulasi board of trade syarat britania bobot 10 000 ton bawa 16 sekoci kapasitas 990	muncul mitos kargo layar perdana limpah temu emas mineral eksotis intan salah barang kenal jebak bangkai salin rubaiyat of omar khayyam nila 405 33 951 barang legenda lengkap delapan takal derek derek uap angkat kargo bagasi ruang kargo
environment	Perubahan tinggi muka laut akan sangat memengaruhi kehidupan di daerah pantai. Kenaikan 100 cm (40 inchi) akan menenggelamkan 6 persen daerah Belanda, 17,5 persen daerah Bangladesh, dan banyak pulau-pulau	Change  tinggi muka laut akan sangat memengaruhi kehidupan in  daerah pantai. Increase  100 cm (40 inchi) akan menenggelamkan 6 percent  daerah Belanda, 17,5 percent  daerah Bangladesh, dan Lots  Island	2	True	translated	ubah muka pengaruh hidup daerah pantai 100 cm 40 inchi tenggelam 6 persen daerah belanda 17 5 persen daerah bangladesh pulau	change muka pengaruh hidup in daerah pantai increase 100 cm 40 inchi tenggelam 6 percent daerah belanda 17 5 percent daerah bangladesh lots island
chemistry	Pada tahun yang sama, sekelompok ilmuwan yang diketuai oleh William D. Phillips berhasil memerangkap atom natrium dalam perangkap magnet	Protein yang masuk ke dalam tubuh akan dipecah menjadi asam amino atau dipeptida di dalam usus halus, baru kemudian bisa diserap oleh tubuh. Nantinya, asam amino ini dapat bergabung kembali untuk membentuk protein yang baru	2	False	non-plagiarism	kelompok ilmuwan tuai william d phillips hasil perangkap natrium perangkap magnet	protein masuk pecah amino peptida usus halus serap amino gabung bentuk protein
chemistry	Fisikawan Prancis Jean Perrin kemudian menggunakan hasil kerja Einstein untuk menentukan massa dan dimensi atom secara eksperimen, yang kemudian dengan pasti menjadi verifikasi atas teori atom Dalton.	Fisikawan Prancis Jean Perrin kemudian menggunakan karya Einstein untuk menentukan massa dan dimensi atom dalam percobaan, yang kemudian harus menjadi verifikasi teori atom Dalton. 	1	True	paraphrase	fisikawan prancis jean perrin hasil kerja einstein massa dimensi eksperimen verifikasi teori dalton	fisikawan prancis jean perrin karya einstein massa dimensi coba verifikasi teori dalton 
biology	Terdapat empat jenis nukleotida, yaitu A,T,G dan C (didasarkan dari basa pembentuk nukleotidanya). Susunan tiga jenis nukleotida akan membentuk kode genetik	Terdapat catur jenis nukleotida adalah A T G beserta C ( didasarkan dari basa pembentuk nukleotidanya ) Susunan tiga genre nukleotida akan melengkungkan etik genetik	2	True	structural change	jenis nukleotida a t g c dasar basa bentuk nukleotidanya susun jenis nukleotida bentuk kode genetik	catur jenis nukleotida a t g c dasar basa bentuk nukleotidanya susun genre nukleotida lengkung etik genetik
technology	Untuk beberapa masalah, diketahui bahwa perkiraan tercepat harus mengikutkan beberapa pengacakan. Apakah algoritme pengacakan dengan kompleksitas waktu polinomial bisa menjadi algoritme tercepat untuk beberapa masalah masih menjadi pertanyaan terbukan yang dikenal sebagai Masalah P versus NP	Untuk beberapa masalah, diketahui bahwa estimasi tercepat harus mencakup beberapa pengacakan. Apakah algoritma pengacakan dengan kompleksitas waktu polinomial dapat menjadi algoritma tercepat untuk beberapa masalah masih menjadi pertanyaan yang memenuhi syarat yang dikenal sebagai masalah P versus NP 	2	True	paraphrase	cepat kaca kaca kompleksitas polinomial cepat buk kenal p versus np	estimasi cepat cakup kaca algoritma kaca kompleksitas polinomial algoritma cepat penuh syarat kenal p versus np
chemistry	Ia menjadi mudah terbakar jika suhu ruang melebihi 39 °C (102 °F), dan dapat membentuk campuran yang mudah meledak dengan udara di atas suhu ini (ambang ledakan: 5,4%–16%).	gampang terbakar seumpama suhu pangsa dijadi Ia melebihi 39 °C ( 102 °F ) beserta dapat melengkungkan sintesis nan sederhana meledak dengan udara dekat atas suhu ini ( alang letusan : 5 4%-16% ) 	1	True	structural change	mudah bakar suhu ruang 39 c 102 f bentuk campur mudah ledak udara suhu ambang ledak 5 4 16	gampang bakar umpama suhu pangsa 39 c 102 f lengkung sintesis nan sederhana ledak udara suhu alang letus 5 4 -16
technology	Anjungan dan ruang kemudi ada di ujung depan, di depan kantor kapten dan perwira. Anjungan terletak 8 kaki (2,4 m) di atas geladak, menjorok ke samping agar kapal dapat diawasi ketika merapat	Empat jam setelah Titanic meninggalkan Southampton, kapal tiba di Cherbourg dan disambut oleh kapal-kapal tender. 274 penumpang naik kapal dan 24 lainnya tinggal di kapal tender untuk diangkut kembali ke daratan	2	False	non-plagiarism	anjung ruang kemudi ujung kantor kapten perwira anjung letak 8 kaki 2 4 m geladak jorok samping awas rapat	jam tinggal southampton cherbourg sambut tender 274 24 tinggal tender angkut darat
chemistry	Sisa 99% atom pada atmosfer bumi terikat dalam bentuk molekul, misalnya karbon dioksida, oksigen diatomik, dan nitrogen diatomik. Pada permukaan Bumi, atom-atom saling berikatan membentuk berbagai macam senyawa, meliputi air, garam, silikat, dan oksida	Jumlah proton dan neutron pada inti atom dapat diubah, walaupun hal ini memerlukan energi yang sangat tinggi oleh karena gaya atraksinya yang kuat. Fusi nuklir terjadi ketika banyak partikel atom bergabung membentuk inti yang lebih berat	2	False	non-plagiarism	sisa 99 atmosfer bumi ikat bentuk molekul dioksida oksigen diatomik nitrogen diatomik muka bumi ikat bentuk senyawa liput garam silikat oksida	proton neutron inti ubah gaya atraksi kuat fusi nuklir partikel gabung bentuk inti berat
biology	Manusia juga memiliki struktur vestigial, meliputi otot telinga, gigi bungsu, umbai cacing, tulang ekor, bulu badan (termasuk pula cutis anserina), dan lipatan Plica semilunaris pada sudut mata.	Perubahan lingkungan yang cepat biasanya akan menyebabkan kepunahan. Dari kesemuaan spesies yang pernah ada di Bumi, 99,9 persennya telah punah	1	False	non-plagiarism	manusia milik struktur vestigial liput otot telinga gigi bungsu umbai cacing tulang ekor bulu badan cut anserina lipat plica semilunaris sudut mata	ubah lingkung cepat punah bumi 99 9 persen punah
history	Pada suatu pagi di bulan Oktober 1927, sebuah kapal penumpang berangkat dari kota pelabuhan Stettin menuju lautan Baltik, dengan tujuan akhir Leningrad di Uni Soviet. Hari itu udara begitu dingin, dan angin bertiup cukup kencang	Hari itu udara begitu dingin, dan angin bertiup cukup kencang	2	True	partial literal	pagi oktober 1927 berangkat kota labuh stettin baltik tuju leningrad uni soviet udara dingin angin tiup kencang	udara dingin angin tiup kencang
technology	Keduanya terhubung dengan tangkai kemudi pendek melalui per keras untuk mengisolasi mesin kemudi dari kejutan apapun akibat laut keras atau perubahan arah yang cepat. Sebagai pilihan terakhir, tangkai kemudi dapat dipindahkan dengan tali yang terhubung dengan dua putaran jangkar uap	Algoritme sangat penting bagi cara komputer mengolah data. Banyak program komputer mengandung algoritme memberikan rincian pada instruksi khusus yang komputer harus lakukan (dengan urutan tertentu) untuk menjalankan pekerjaan tertentu, seperti menghitung gaji karyawan atau mencetak kartu rapor siswa. Maka, sebuah algoritme bisa dianggap sebagai urutan operasi yang bisa disimulasikan oleh sebuah sistem Turing-lengkap. Penulis yang mendukung tesis ini termasuk Minsky (1967), Savage (1987), dan Gurevich (2000):	2	False	non-plagiarism	hubung tangkai kemudi pendek keras isolasi mesin kemudi kejut akibat keras ubah arah cepat pilih tangkai kemudi pindah tali hubung putar jangkar uap	komputer olah data program komputer kandung rincian instruksi khusus komputer laku urut jalan kerja hitung gaji karyawan cetak kartu rapor siswa anggap urut operasi simulasi sistem turing-lengkap tulis dukung tesis minsky 1967 savage 1987 gurevich 2000
technology	3 : IF R > S THEN isi dari L adalah angka terbesar jadi lewati langkah 4, 5 dan 6: GOTO step 6 ELSE tukar isi R dan S. 4 L ← R (langkah pertama ini berlebih, tetapi berguna untuk diskusi nanti). 5 R ← S 6 S ← L	Tapi Minsky memperlihatkan (sebagaimana Melzak dan Lambek) bahwa mesinnya adalah Turing komplet dengan hanya empat tipe instruksi utama: GOTO kondisional, GOTO tak bersyarat, penetapan/penggantian/substitusi, dan HALT. 	3	False	non-plagiarism	3 if r s then isi l angka langkah 4 5 6 goto step 6 else tukar isi r s 4 l r langkah diskusi 5 r s 6 s l	minsky melzak lambek mesin turing komplet tipe instruksi utama goto kondisional goto syarat ganti substitusi halt 
covid19	Dibandingkan dengan negara berkembang seperti Turki dan Iran, Indonesia cukup tertinggal. Kedua negara tersebut sudah mengambil tes sebanyak 163 dan 58 sampel per 1.000 penduduk	Kontraksi ekonomi ini memang tidak separah yang dialami negara-negara lain. Bahkan sejak pertumbuhan jatuh di minus 5.32 persen di triwulan II 2020, kedalaman kontraksi menjadi lebih rendah, yaitu berada pada angka negatif 2,20 persen pada triwulan IV 2020.	2	False	non-plagiarism	banding kembang turki iran tinggal ambil tes 163 58 sampel 1 000	kontraksi parah alami tumbuh jatuh minus 5 32 persen triwulan ii 2020 kontraksi rendah angka negatif 2 20 persen triwulan iv 2020
economy	Dalam sebuah hadis yang diriwayatkan Ahmad dari Ibnu Mas’ud, Rasulullah saw bersabda, “Demi Zat yang diriku ada pada kekuasaan-Nya, tidaklah seorang hamba bekerja dari yang haram kemudian membelanjakannya itu mendapatkan berkah. Jika dia bersedekah maka sedekahnya tidak diterima	"""Dalam sebuah perkataan nabi yang diriwayatkan Ahmad cak Ibnu Mas'ud Rasulullah saw berfirman """" Demi Zat nan diriku ada cak  ala kekuasaan-Nya tidaklah seorang ane  bekerja cak yang suci kemudian membelanjakannya itu membaca karunia Jika beliau bersedekah alkisah sedekahnya tiada diterima"""	2	True	structural change	hadis riwayat ahmad ibnu masud rasulullah saw sabda zat kuasa hamba haram belanja berkah sedekah sedekah terima	nabi riwayat ahmad cak ibnu mas ud rasulullah saw firman zat nan cak ala kuasa ane cak suci belanja baca karunia beliau sedekah alkisah sedekah tiada terima
chemistry	Jika massa inti setelah terjadinya reaksi fusi lebih kecil daripada jumlah massa partikel awal penyusunnya, maka perbedaan ini disebabkan oleh pelepasan pancaran energi (misalnya sinar gama), sebagaimana yang ditemukan pada rumus kesetaraan massa-energi Einstein, E = mc2, dengan m adalah massa yang hilang dan c adalah kecepatan cahaya. Defisit ini merupakan bagian dari energi pengikatan inti yang baru.	Defisit ini merupakan bagian dari energi pengikatan inti yang baru.	2	True	partial literal	massa inti reaksi fusi massa partikel susun beda lepas pancar sinar gama temu rumus tara massa-energi einstein e mc2 m massa hilang c cepat cahaya defisit ikat inti	defisit ikat inti
chemistry	Glukosa merupakan sumber energi utama bagi sebagian besar makhluk hidup. Contohnya, polisakarida akan dipecah menjadi monomer-monomernya (fosforilase glikogen akan membuang residu glukosa dari glikogen). Disakarida seperti laktosa atau sukrosa akan dipecah menjadi dua komponen monosakaridanya.	Monosakarida dapat beralih antara bentuk asiklik (rantai terbuka) dan bentuk siklik. Bentuk rantai terbuka dapat diubah menjadi cincin atom karbon yang dijembatani oleh atom oksigen yang dibuat dari gugus karbonil di satu ujung dan gugus hidroksil di ujung lainnya	3	False	non-plagiarism	glukosa sumber utama makhluk hidup contoh polisakarida pecah monomer fosforilase glikogen buang residu glukosa glikogen disakarida laktosa sukrosa pecah komponen monosakarida	monosakarida alih bentuk asiklik rantai buka bentuk siklik bentuk rantai buka ubah cincin jembatan oksigen gugus karbonil ujung gugus hidroksil ujung
environment	Hal itu sekaligus menunjukkan bahwa Indonesia pada 2030 dapat mengurangi emisi sebesar 20% di bawah angka emisi pada 2010. Hal ini tentu saja berkebalikan dengan kenaikan emisi 58—68% seperti yang diramalkan oleh target-target NDC Perjanjian Paris.	Hal itu sekaligus menunjukkan bahwa Indonesia pada 2030 dapat mengurangi emisi sebesar 20% di bawah angka emisi pada 2010. Hal ini tentu saja berkebalikan dengan kenaikan emisi 58—68% seperti yang diramalkan oleh target-target NDC Perjanjian Paris.	2	True	literal	2030 emisi 20 angka emisi 2010 emisi 5868 ramal target ndc janji paris	2030 emisi 20 angka emisi 2010 emisi 5868 ramal target ndc janji paris
geography	Gua-gua juga dapat terbentuk karena adanya mata air karst. Mata air (spring) karst ini ada beberapa jenis:	Gua-gua juga dapat terbentuk karena adanya mata air karst. Mata air (spring) karst ini ada beberapa jenis:	2	True	literal	gua bentuk mata karst mata spring karst jenis	gua bentuk mata karst mata spring karst jenis
environment	Seperti dengan definisi lain, batas antara penggunaan energi yang efisien dan konservasi energi bisa kabur, tapi keduanya penting di lingkungan dan hal ekonomi. hal Ini terutama terjadi ketika tindakan yang diarahkan pada penghematan bahan bakar fosil	Setelah tahun 1997, para perwakilan dari penandatangan Protokol Kyoto bertemu secara reguler untuk menegoisasikan isu-isu yang belum terselesaikan seperti peraturan, metode dan penalti yang wajib diterapkan pada setiap negara untuk memperlambat emisi gas rumah kaca. Para negoisator merancang sistem dimana suatu negara yang memiliki program pembersihan yang sukses dapat mengambil keuntungan dengan menjual hak polusi yang tidak digunakan ke negara lain	2	False	non-plagiarism	definisi batas efisien konservasi kabur lingkung tindak arah hemat bahan bakar fosil	1997 wakil penandatangan protokol kyoto temu reguler menegoisasikan isu selesai atur metode penalti wajib terap lambat emisi gas kaca negoisator rancang sistem milik program bersih sukses ambil untung jual hak polusi
chemistry	Jika banyak monosakarida bergabung menjadi satu, molekulnya akan disebut sebagai polisakarida. Monosakarida dapat bergabung membentuk satu rantai panjang yang linier atau mungkin bercabang-cabang	Ketika suatu atom berada dalam medan magnet eksternal, garis-garis spektrum terpisah menjadi tiga atau lebih komponen. Hal ini disebut sebagai efek Zeeman	2	False	non-plagiarism	monosakarida gabung molekul polisakarida monosakarida gabung bentuk rantai linier cabang	medan magnet eksternal garis spektrum pisah komponen efek zeeman
biology	Setiap kelompok akan mengakumulasi mutasi-mutasi yang berbeda yang diseleksi secara berbeda pula. Perubahan genetika yang berakumulasi dapat mengakibatkan perpisahan populasi yang tidak akan dapat saling kawin lagi apabila keduanya bergabung kembali	Satuan seleksi yang umum pada evolusi adalah organisme. Seleksi alam terjadi ketika kesuksesan reproduksi suatu individu ditingkatkan ataupun diturunkan oleh sifat-sifat terwariskan	2	False	non-plagiarism	kelompok akumulasi mutasi beda seleksi beda ubah genetika akumulasi akibat pisah populasi kawin gabung	seleksi evolusi organisme seleksi alam sukses reproduksi individu tingkat turun sifat waris
technology	Diperkirakan bahwa kapal ini memakai 415 ton batu bara di Southampton untuk menghasilkan uap untuk mengoperasikan derek kargo, penghangat dan penerangan.	, atau , adalah geladak lengkap terendah yang mengangkut penumpang. dan memiliki jendela kapal paling bawah, tepat di atas garis air	1	False	non-plagiarism	pakai 415 ton batu bara southampton hasil uap operasi derek kargo hangat terang	geladak lengkap rendah angkut milik jendela garis
environment	Tentu saja matahari tidak memberikan energi yang konstan untuk setiap titik di bumi, sehingga penggunaannya terbatas. Sel surya sering digunakan untuk mengisi daya baterai, di siang hari dan daya dari baterai tersebut digunakan di malam hari ketika cahaya matahari tidak tersedia.	Tentu saja matahari tidak memberikan energi yang konstan untuk setiap titik di bumi, sehingga penggunaannya terbatas	2	True	partial literal	matahari konstan titik bumi batas sel surya isi daya baterai siang daya baterai malam cahaya matahari sedia	matahari konstan titik bumi batas
biology	tuberosum). Kategori kedua disebut keanekaragaman interspesifik dan mengacu pada jumlah dan jenis spesies yang berbeda	tuberosum)	2	True	partial literal	tuberosum kategori interspesifik acu jenis beda	tuberosum
chemistry	Pada tahun 1968, katalis berbasis rodium (cis−−) ditemukan yang dapat beroperasi secara efisien pada tekanan rendah dengan hampir tanpa produk sampingan. Perusahaan kimia Amerika Serikat Monsanto Company membangun pabrik pertamanya menggunakan katalis ini pada tahun 1970, dan karbonilasi metanol dengan katalis rodium menjadi metode dominan pada produksi asam asetat (lihat proses Monsanto)	Dalam tubuh vertebrata, otot lurik yang dipaksa bekerja keras (misalnya saat mengangkat beban atau berlari) tidak akan mendapatkan oksigen yang cukup sehingga akan melakukan metabolisme anaerob, yang akan mengubah glukosa menjadi asam laktat. Organ hati akan menghasilkan kembali glukosa tersebut, melalui proses yang dinamakan glukoneogenesis. Proses glukoneogenesis sebenarnya membutuhkan energi tiga kali lebih banyak dibandingkan dengan yang dihasilkan dalam proses glikolisis (ada 6 ATP yang dibuat, sedangkan glikolisis hanya menghasilkan 2 ATP).	2	False	non-plagiarism	1968 katalis bas rodium cis temu operasi efisien tekan rendah produk samping usaha kimia amerika serikat monsanto company bangun pabrik katalis 1970 karbonilasi metanol katalis rodium metode dominan produksi lihat proses monsanto	vertebrata otot lurik paksa keras angkat beban lari oksigen metabolisme anaerob ubah glukosa laktat organ hati hasil glukosa proses nama glukoneogenesis proses glukoneogenesis butuh kali banding hasil proses glikolisis 6 atp glikolisis hasil 2 atp
biology	Lignin adalah makromolekul polifenol kompleks yang terutama terdiri dari hubungan beta-O4-aril. Setelah selulosa, lignin adalah biopolimer paling melimpah kedua dan merupakan salah satu komponen struktural utama pada sebagian besar tumbuhan. Molekul ni berisi subunit yang berasal dari alkohol parakoumaril, alkohol koniferil, dan alkohol sinapil dan sifatnya tidak biasa di kalangan biomolekul karena tergolong rasemat.	indica, rorqual hindia besar yang juga tinggal di Samudra Hindia, walaupun pengklasifikasian ini masih kontroversial karena subspesies ini mungkin merupakan subspesies yang sama dengan B. m	3	False	non-plagiarism	lignin makromolekul polifenol kompleks hubung beta-o4-aril selulosa lignin biopolimer limpah salah komponen struktural utama tumbuh molekul ni isi subunit alkohol parakoumaril alkohol koniferil alkohol sinapil sifat kalang biomolekul golong rasemat	indica rorqual hindia tinggal samudra hindia klasifikasi kontroversial subspesies subspesies b m
environment	Modern manajemen daya sistem juga mengurangi penggunaan energi oleh menganggur peralatan dengan mengubah mereka atau menempatkan mereka ke dalam energi rendah mode setelah waktu tertentu. Banyak negara-negara mengidentifikasi peralatan yang hemat energi menggunakan energi input pelabelan.	aplikasi energi administrasi kiat bentuk serta dikurang Modern oleh menganggur peralatan pakai  mengubah mereka atau meletakkan mereka ke internal daya kecil bentuk sesudah waktu definit Banyak negara-negara mengenali peralatan nan pertimbangan daya menyedot energi input pelabelan 	2	True	structural change	modern manajemen daya sistem anggur alat ubah rendah mode identifikasi alat hemat input label	aplikasi administrasi kiat bentuk modern anggur alat pakai ubah letak internal daya bentuk definit nali alat nan timbang daya sedot input label
biology	Akan tetapi, keseragaman standar hukum yang mengatur penggunaan keanekaragaman hayati belum tercapai. Bosselman berpendapat bahwa keanekaragaman hayati tidak boleh digunakan sebagai standar hukum dan mengklaim bahwa masih ada area ketidakpastian ilmiah yang menyebabkan tidak efisiennya administrasi dan meningkatkan litigasi meningkat tanpa mempromosikan tujuan pelestarian.	Teori evolusi menjelaskan homologi struktur ini, yaitu bahwa keempat hewan ini memiliki nenek moyang bersama, dan masing-masing telah mengalami perubahan selama beberapa generasi. Perubahan pada struktur telah menghasilkan organ lambai depan (forelimb) yang diadaptasikan untuk tugas-tugas yang berbeda.	2	False	non-plagiarism	seragam standar hukum atur capai bosselman standar hukum klaim area ketidakpastian ilmiah efisien administrasi tingkat litigasi tingkat promosi tuju lestari	teori evolusi homologi struktur hewan milik nenek moyang alami ubah generasi ubah struktur hasil organ lambai forelimb adaptasi tugas beda
covid19	Berdasarkan data Satgas Covid-19 Nasional, angka test PCR pada minggu II bulan November hanya mencapai 86 persen standar WHO. Bahkan pada minggu IV Oktober hanya mencapai 63 persen saja.	Berdasarkan bukti Satgas Covid-19 Nasional bilangan test PCR pada minggu II candra November namun mencapai 86 bayaran penyokong WHO Bahkan atas minggu IV Oktober hanya mencapai 63 bayaran sendiri 	2	True	structural change	dasar data satgas covid-19 nasional angka test pcr ii november capai 86 persen standar who iv oktober capai 63 persen	dasar bukti satgas covid-19 nasional bilang test pcr ii candra november capai 86 bayar sokong who iv oktober capai 63 bayar
technology	Bagian haluan adalah bagian yang lebih utuh ketimbang buritannya dan masih mempunyai interior yang lumayan utuh. Berbeda dengan haluan, buritan hancur sepenuhnya; geladaknya saling bertumpukan dan sebagian besar lambungnya terkoyak dan tersebar di dasar laut	Sebagian besar awak kapal mendaftar di Southampton pada tanggal 6 April; secara keseluruhan, 699 awak berasal dari sana, dan 40 persen di antaranya adalah warga asli kota tersebut. Sejumlah staf khusus ada yang mempekerjakan diri dan ada pula yang merupakan subkontraktor	2	False	non-plagiarism	haluan utuh ketimbang burit interior lumayan utuh beda haluan burit hancur sepenuh geladak tumpu lambung koyak sebar dasar	awak daftar southampton tanggal 6 april 699 awak 40 persen warga asli kota staf khusus kerja subkontraktor
technology	Tepat sebelum pukul 2:20, Titanic patah dan haluannya tenggelam bersama seribu penumpang di dalamnya. Orang-orang di air meninggal dalam hitungan menit akibat hipotermia karena bersentuhan dengan samudra yang sangat dingin.710 penumpang selamat diangkat dari sekoci oleh RMS Carpathia beberapa jam kemudian.	"""Lalu model apa yang seharusnya digunakan untuk simulasi? Van Emde Boas mengamati """"bahkan bila kita mendasari teori kompleksitas dengan mesin abstrak bukannya mesin kongkrit, kesembarangan dari pemilihan model masih tetap ada. Pada titik itulah mulainya pemikiran simulasi"""".  Bila kecepatan yang dihitung, jumlah instruksi berpengaruh. Sebagai contohnya, subprogram dalam algoritme Euclid untuk menghitung sisa akan berjalan lebih cepat jika programmer memiliki instruksi """"modulus"""" (sisa pembagian) bukannya dengan pengurangan (atau lebih parah: hanya """"penurunan"""")."""	2	False	non-plagiarism	2 20 patah haluan tenggelam ribu orang tinggal hitung menit akibat hipotermia sentuh samudra dingin 710 selamat angkat sekoci rms carpathia jam	model simulasi van emde boas dasar teori kompleksitas mesin abstrak mesin kongkrit sembarang pilih model titik pikir simulasi cepat hitung instruksi pengaruh contoh subprogram euclid hitung sisa jalan cepat programmer milik instruksi modulus sisa parah turun
covid19	Kondisi ini menyebabkan perkembangan kasus terkonfirmasi positif di Indonesia sebenarnya tidak dapat dibandingkan secara langsung atau apple to apple dengan negara lain yang jumlah tesnya per 1.000 penduduk jauh lebih tinggi. Begitu pula semakin cerahnya warna zonasi resiko Covid-19 di berbagai wilayah di Indonesia juga belum betul-betul menjamin bahwa memang kasusnya sudah minim karena masih sangat rendahnya angka tes harian kita.	Pada tahun 2021 Kalimantan Selatan mengalami berbagai rentetan ledakan kasus. Per 11 April, jumlah penduduk Kalimantan Selatan yang telah dikonfirmasi positif Covid-19 sudah mencapai 30.397 orang di mana sebanyak 15.097 kasus terjadi di sepanjang awal tahun 2021 hingga 11 April. Kondisi ini sangat memprihatinkan, terlebih di setiap tambahan kasus positif selalu diikuti dengan meningkatnya risiko jumlah penduduk yang meninggal.	2	False	non-plagiarism	kondisi kembang konfirmasi positif banding langsung apple to apple tes 1 000 cerah warna zonasi resiko covid-19 jamin minim rendah angka tes	2021 kalimantan selatan alami rentet ledak 11 april kalimantan selatan konfirmasi positif covid-19 capai 30 397 orang 15 097 2021 11 april kondisi prihatin positif tingkat risiko tinggal
